dist,estimator,delta,quantile_abs_err
Gaussian,Median-of-Ratios,0.4339946372474493,0.021371388955386546
Gaussian,Median-of-Ratios,0.5,0.018340189190720446
Gaussian,Catoni,0.002,0.06880663279071533
Gaussian,Catoni,0.002304175937155263,0.06739004823503393
Gaussian,Catoni,0.0026546133746826648,0.06661145451256624
Gaussian,Catoni,0.003058348130197162,0.06558348531648774
Gaussian,Catoni,0.0035234860845220423,0.06451326637848674
Gaussian,Catoni,0.004059365925428552,0.06373082768854316
Gaussian,Catoni,0.004676746642740232,0.06299726166767018
Gaussian,Catoni,0.005388023539186853,0.061881585049543435
Gaussian,Catoni,0.006207477093910235,0.06077796783341508
Gaussian,Catoni,0.007151559675115222,0.05938518049338928
Gaussian,Catoni,0.008239225858265201,0.058442690619611624
Gaussian,Catoni,0.009492312981701037,0.057299979282470805
Gaussian,Catoni,0.010935979580191029,0.056281573879172556
Gaussian,Catoni,0.012599210498948727,0.05512585365119302
Gaussian,Catoni,0.014515398829415806,0.05398387744597639
Gaussian,Catoni,0.016723016350475777,0.05299040713231681
Gaussian,Catoni,0.019266385935710145,0.05179017235947456
Gaussian,Catoni,0.022196571434504937,0.05059181190628626
Gaussian,Catoni,0.025572402893367062,0.049428234281760464
Gaussian,Catoni,0.029461657701067987,0.04832516296421093
Gaussian,Catoni,0.033942421371752934,0.047183518669266934
Gaussian,Catoni,0.03910465528678882,0.0458069045282508
Gaussian,Catoni,0.045052002871285045,0.04441430041605768
Gaussian,Catoni,0.05190387046833238,0.043160948711326294
Gaussian,Catoni,0.059797824689177534,0.04168782203364182
Gaussian,Catoni,0.06889235437151585,0.04027911291108402
Gaussian,Catoni,0.07937005259840996,0.03884918612154199
Gaussian,Catoni,0.09144128266400184,0.03745234039344293
Gaussian,Catoni,0.10534840158850287,0.03595554222938115
Gaussian,Catoni,0.12137062597899873,0.03440180632250648
Gaussian,Catoni,0.13982963792914008,0.032769411307936584
Gaussian,Catoni,0.1610960435087286,0.031073725855684
Gaussian,Catoni,0.1855968135118648,0.029413733563414615
Gaussian,Catoni,0.2138238558533658,0.027666947772683474
Gaussian,Catoni,0.24634389172354024,0.025828960154534744
Gaussian,Catoni,0.2838098337872815,0.023911621086892723
Gaussian,Catoni,0.326973894870344,0.021836764671501314
Gaussian,Catoni,0.37670269031909065,0.019691824743931104
Gaussian,Catoni,0.4339946372474493,0.01740944703767593
Gaussian,Catoni,0.5,0.015042289911940399
Gaussian,Trimmed Mean,0.002,0.0958244641205989
Gaussian,Trimmed Mean,0.002304175937155263,0.09431579325577859
Gaussian,Trimmed Mean,0.0026546133746826648,0.09344343488149132
Gaussian,Trimmed Mean,0.003058348130197162,0.09231086721341109
Gaussian,Trimmed Mean,0.0035234860845220423,0.09068586765747652
Gaussian,Trimmed Mean,0.004059365925428552,0.0894088127921209
Gaussian,Trimmed Mean,0.004676746642740232,0.08809874062083287
Gaussian,Trimmed Mean,0.005388023539186853,0.08690122685797502
Gaussian,Trimmed Mean,0.006207477093910235,0.08495617905029082
Gaussian,Trimmed Mean,0.007151559675115222,0.08342442132812816
Gaussian,Trimmed Mean,0.008239225858265201,0.0819214525397963
Gaussian,Trimmed Mean,0.009492312981701037,0.08059994428203174
Gaussian,Trimmed Mean,0.010935979580191029,0.0788215188739393
Gaussian,Trimmed Mean,0.012599210498948727,0.07717605235660423
Gaussian,Trimmed Mean,0.014515398829415806,0.07511721211024959
Gaussian,Trimmed Mean,0.016723016350475777,0.07356921248105443
Gaussian,Trimmed Mean,0.019266385935710145,0.07198593803415025
Gaussian,Trimmed Mean,0.022196571434504937,0.07029929956996814
Gaussian,Trimmed Mean,0.025572402893367062,0.06882231374228333
Gaussian,Trimmed Mean,0.029461657701067987,0.06715231404015534
Gaussian,Trimmed Mean,0.033942421371752934,0.06540608765022715
Gaussian,Trimmed Mean,0.03910465528678882,0.06368391493613103
Gaussian,Trimmed Mean,0.045052002871285045,0.06192206936197232
Gaussian,Trimmed Mean,0.05190387046833238,0.06012499129489274
Gaussian,Trimmed Mean,0.059797824689177534,0.058180215462092184
Gaussian,Trimmed Mean,0.06889235437151585,0.056278100036878484
Gaussian,Trimmed Mean,0.07937005259840996,0.05435353304509285
Gaussian,Trimmed Mean,0.09144128266400184,0.05233331101055854
Gaussian,Trimmed Mean,0.10534840158850287,0.050152765951404804
Gaussian,Trimmed Mean,0.12137062597899873,0.04799739389727469
Gaussian,Trimmed Mean,0.13982963792914008,0.045802671089383684
Gaussian,Trimmed Mean,0.1610960435087286,0.04348791677034952
Gaussian,Trimmed Mean,0.1855968135118648,0.04109843924508832
Gaussian,Trimmed Mean,0.2138238558533658,0.03855655905941758
Gaussian,Trimmed Mean,0.24634389172354024,0.035889241423915884
Gaussian,Trimmed Mean,0.2838098337872815,0.03312741840109596
Gaussian,Trimmed Mean,0.326973894870344,0.03030677697600132
Gaussian,Trimmed Mean,0.37670269031909065,0.027325080714525704
Gaussian,Trimmed Mean,0.4339946372474493,0.02422550999840081
Gaussian,Trimmed Mean,0.5,0.02086969565989727
"Mix(0.1,3)",Mean IV,0.002,0.06889436835004348
"Mix(0.1,3)",Mean IV,0.002304175937155263,0.06793232015038525
"Mix(0.1,3)",Mean IV,0.0026546133746826648,0.06731878120538595
"Mix(0.1,3)",Mean IV,0.003058348130197162,0.06630988909086176
"Mix(0.1,3)",Mean IV,0.0035234860845220423,0.06566739007309363
"Mix(0.1,3)",Mean IV,0.004059365925428552,0.0645950316012157
"Mix(0.1,3)",Mean IV,0.004676746642740232,0.06361526944088071
"Mix(0.1,3)",Mean IV,0.005388023539186853,0.06242274854061896
"Mix(0.1,3)",Mean IV,0.006207477093910235,0.06148934147419237
"Mix(0.1,3)",Mean IV,0.007151559675115222,0.06037326826854095
"Mix(0.1,3)",Mean IV,0.008239225858265201,0.05906282849269363
"Mix(0.1,3)",Mean IV,0.009492312981701037,0.05813537385139487
