dist,n,sd_W_null,tau_oracle,tau_feasible,ratio_oracle,ratio_feasible
Gaussian,500,0.05454492856927687,0.4378662644089579,0.3843904930834628,8.027625590394331,7.047226995544654
Gaussian,2000,0.027565969749358567,0.21893313220447894,0.19779019249829422,7.94215237828059,7.17515814958393
Gaussian,8000,0.013804871900485448,0.10946656610223947,0.09931245006169585,7.929560440063923,7.194014604235736
t(2.1),500,0.022233715939914894,0.4378662644089579,0.15818658465282076,19.69379592652266,7.114716454969077
t(2.1),2000,0.013076246835696484,0.21893313220447894,0.09447452707754501,16.742811217575017,7.224896276784989
t(2.1),8000,0.007391714302394366,0.10946656610223947,0.05287133038993634,14.809361079713327,7.15278326880274
Pareto(2.5),500,0.028538642605920133,0.4378662644089579,0.2062239845534678,15.342925396112769,7.226131508815635
Pareto(2.5),2000,0.017829272494787607,0.21893313220447894,0.12935696968117966,12.279420389613996,7.2553139629784225
Pareto(2.5),8000,0.01030498255941731,0.10946656610223947,0.07527296176393272,10.622683296266462,7.30452102465169
